Species	Num_assemblies	Kingdom	Phylum	Class	Order	Family	Genus
Ruminiclostridium sp.	49	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ruminiclostridium
Rhodobacter sp.	48	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
Chitinophagales bacterium	48	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	NA	NA
Nitrospiraceae bacterium	48	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	NA
Enterococcus gallinarum	48	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
Roseomonas sp.	48	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas
Sphingomonas sp.	48	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
Lactobacillus delbrueckii	48	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Paeniclostridium sordellii	48	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Paeniclostridium
Acinetobacter junii	48	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter
Streptococcus sobrinus	48	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Candidatus Firestonebacteria bacterium	48	Bacteria	Candidatus Firestonebacteria	NA	NA	NA	NA
Candidatus Magasanikbacteria bacterium	47	Bacteria	Candidatus Magasanikbacteria	NA	NA	NA	NA
uncultured Caulobacterales bacterium	47	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	NA	NA
Vibrio anguillarum	47	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
Nitrosomonadales bacterium	47	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	NA	NA
Ruminococcus bromii	47	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus
Bacteroides caccae	46	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Levilactobacillus brevis	46	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus
Acidimicrobiales bacterium	46	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	NA	NA
Cyclobacteriaceae bacterium	46	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	NA
Flavobacterium sp.	46	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
uncultured Phascolarctobacterium sp.	46	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium
Butyrivibrio sp.	46	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Butyrivibrio
Aeromonas salmonicida	46	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
Mollicutes bacterium	46	Bacteria	Tenericutes	Mollicutes	NA	NA	NA
Rhodotorula mucilaginosa	45	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula
Campylobacterales bacterium	45	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	NA	NA
Gemmatimonadaceae bacterium	45	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
Oligoflexia bacterium	45	Bacteria	Proteobacteria	Oligoflexia	NA	NA	NA
Ilumatobacteraceae bacterium	45	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	NA
Candidatus Thioglobus sp.	45	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	Candidatus Thioglobus
Elusimicrobiaceae bacterium	45	Bacteria	Elusimicrobia	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	NA
Aeriscardovia sp.	45	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Aeriscardovia
uncultured Roseburia sp.	45	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Roseburia
uncultured Coriobacteriaceae bacterium	45	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	NA
Tissierellia bacterium	45	Bacteria	Firmicutes	Tissierellia	NA	NA	NA
Phycisphaeraceae bacterium	44	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA
Gemmatimonadales bacterium	44	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	NA	NA
Sulfurovum sp.	44	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum
Bdellovibrionales bacterium	44	Bacteria	Proteobacteria	Oligoflexia	Bdellovibrionales	NA	NA
Cytophagales bacterium	44	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	NA	NA
Lactobacillus gasseri	44	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Paenibacillus polymyxa	44	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
Candidatus Diapherotrites archaeon	44	Archaea	Candidatus Diapherotrites	NA	NA	NA	NA
Opitutaceae bacterium	44	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	NA
uncultured Oscillibacter sp.	44	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Oscillibacter
Riemerella anatipestifer	44	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Riemerella
Microcystis aeruginosa	44	Bacteria	Cyanobacteria	NA	Chroococcales	Microcystaceae	Microcystis
uncultured Ignavibacteriae bacterium	44	Bacteria	Ignavibacteriae	NA	NA	NA	NA
Sulfolobus acidocaldarius	44	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus
indoor metagenome	44	NA	NA	NA	NA	NA	NA
Micrococcus luteus	43	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Micrococcus
candidate division KSB1 bacterium	43	Bacteria	NA	NA	NA	NA	NA
uncultured Rhodospirillaceae bacterium	43	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
Lactobacillus acidophilus	43	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Agathobacter sp.	43	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Agathobacter
uncultured Elusimicrobia bacterium	43	Bacteria	Elusimicrobia	Elusimicrobia	NA	NA	NA
Gardnerella vaginalis	43	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Gardnerella
Cronobacter malonaticus	43	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter
Eggerthella lenta	42	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella
Acidobacteriaceae bacterium	42	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	NA
Enterococcus casseliflavus	42	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
Arcanobacterium phocae	42	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Arcanobacterium
Macrococcus caseolyticus	42	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Macrococcus
Streptomyces albidoflavus	41	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces
Limosilactobacillus fermentum	41	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus
Thermoleophilia bacterium	41	Bacteria	Actinobacteria	Thermoleophilia	NA	NA	NA
Candidatus Heimdallarchaeota archaeon	41	Archaea	Candidatus Heimdallarchaeota	NA	NA	NA	NA
Trueperaceae bacterium	41	Bacteria	Deinococcus-Thermus	Deinococci	Trueperales	Trueperaceae	NA
Bacillus mycoides	41	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Acholeplasmataceae bacterium	41	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	NA
Junonia neildi	41	Eukaryota	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Junonia
Pantoea ananatis	41	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea
Corynespora cassiicola	41	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Corynesporascaceae	Corynespora
Nocardia farcinica	41	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Nocardia
Nitrososphaeria archaeon	41	Archaea	Thaumarchaeota	Nitrososphaeria	NA	NA	NA
Ligilactobacillus murinus	40	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus
Flavobacteriia bacterium	40	Bacteria	Bacteroidetes	Flavobacteriia	NA	NA	NA
Fusobacterium necrophorum	40	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Acinetobacter ursingii	40	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter
uncultured Armatimonadetes bacterium	40	Bacteria	Armatimonadetes	NA	NA	NA	NA
uncultured Desulfomonile sp.	40	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Desulfomonile
Synechococcus lacustris	40	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus
Thermus scotoductus	40	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus
Dorea longicatena	39	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Dorea
uncultured Verrucomicrobiales bacterium	39	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	NA	NA
Streptomyces olivaceus	39	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces
Acidobacteriia bacterium	39	Bacteria	Acidobacteria	Acidobacteriia	NA	NA	NA
Campylobacter sp.	39	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter
Anaerotignum sp.	39	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerotignum
Cryptococcus neoformans	39	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus
Mogibacterium sp.	39	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriales Family XIII. Incertae Sedis	Mogibacterium
Lactococcus cremoris	39	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
uncultured SAR324 cluster bacterium	39	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
uncultured Campylobacterales bacterium	39	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	NA	NA
Tidjanibacter sp.	39	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Tidjanibacter
uncultured Dialister sp.	39	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister
Methylococcaceae bacterium	39	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	NA
Photobacterium damselae	39	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium
Candidatus Acetothermia bacterium	39	Bacteria	Candidatus Bipolaricaulota	NA	NA	NA	NA
uncultured Chitinophagaceae bacterium	39	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
Leptospira kirschneri	39	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira
Candidatus Latescibacteria bacterium	38	Bacteria	Candidatus Latescibacteria	NA	NA	NA	NA
Bacteroides salyersiae	38	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Bacillus altitudinis	38	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Mycobacterium intracellulare	38	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium
uncultured Rhodobacteraceae bacterium	38	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
uncultured Mollicutes bacterium	38	Bacteria	Tenericutes	Mollicutes	NA	NA	NA
Christensenellaceae bacterium	38	Bacteria	Firmicutes	Clostridia	Eubacteriales	Christensenellaceae	NA
Vibrio harveyi	38	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
Wenzhouxiangella sp.	38	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Wenzhouxiangellaceae	Wenzhouxiangella
Chlamydiae bacterium	38	Bacteria	Chlamydiae	NA	NA	NA	NA
Xanthomonas fragariae	38	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas
PVC group bacterium	38	Bacteria	NA	NA	NA	NA	NA
uncultured Sterolibacterium sp.	38	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	Sterolibacterium
uncultured Methanomicrobiales archaeon	38	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	NA	NA
Carnobacterium divergens	38	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium
Enterobacter bugandensis	37	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter
Candidatus Eisenbacteria bacterium	37	Bacteria	Candidatus Eisenbacteria	NA	NA	NA	NA
Rhodobacterales bacterium	37	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	NA	NA
Raoultella planticola	37	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella
Candidatus Gracilibacteria bacterium	37	Bacteria	Candidatus Gracilibacteria	NA	NA	NA	NA
Candidatus Rokubacteria bacterium	37	Bacteria	Candidatus Rokubacteria	NA	NA	NA	NA
uncultured Parabacteroides sp.	37	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides
Francisella philomiragia	37	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella
Pelagibacterales bacterium	37	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	NA	NA
Candidatus Poseidoniales archaeon	37	Archaea	Candidatus Thermoplasmatota	Candidatus Poseidoniia	Candidatus Poseidoniales	NA	NA
Xanthomonas euvesicatoria	37	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas
SAR86 cluster bacterium	37	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Halomonas sp.	37	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas
Acinetobacter haemolyticus	37	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter
Acinetobacter bereziniae	37	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter
Desulfurococcales archaeon	37	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
Aliarcobacter butzleri	37	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Aliarcobacter
Neisseria lactamica	37	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
Aspergillus flavus	37	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Burkholderia mallei	37	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia
Providencia stuartii	36	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia
uncultured Porphyromonas sp.	36	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
uncultured Bacillales bacterium	36	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA
Bacillus paralicheniformis	36	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
uncultured Eggerthella sp.	36	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella
Atopobiaceae bacterium	36	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	NA
Micrococcales bacterium	36	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	NA	NA
Acidiferrobacteraceae bacterium	36	Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	NA
Enterobacter ludwigii	36	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter
Burkholderia territorii	36	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia
Corynebacterium glutamicum	36	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium
Clostridium saccharobutylicum	36	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
uncultured PS1 clade bacterium	36	Bacteria	NA	NA	NA	NA	NA
Oryza sativa	36	Eukaryota	Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza
Weissella cibaria	35	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella
Chromatiales bacterium	35	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	NA	NA
uncultured Candidatus Pelagibacter sp.	35	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter
uncultured Spirochaetaceae bacterium	35	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	NA
uncultured Lentisphaerae bacterium	35	Bacteria	Lentisphaerae	NA	NA	NA	NA
Methylotenera sp.	35	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylotenera
Oscillibacter sp.	35	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Oscillibacter
uncultured Muribaculaceae bacterium	35	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA
Aerococcus urinae	35	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus
Staphylococcus coagulans	35	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
Candidatus Poribacteria bacterium	35	Bacteria	Candidatus Poribacteria	NA	NA	NA	NA
Campylobacter hyointestinalis	35	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter
K189A clade bacterium	35	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
uncultured Cellvibrionales bacterium	34	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	NA	NA
uncultured Cytophagaceae bacterium	34	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	NA
Lactobacillus johnsonii	34	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Staphylococcus agnetis	34	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
Bacteroides stercoris	34	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Botrytis cinerea	34	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis
uncultured Christensenella sp.	34	Bacteria	Firmicutes	Clostridia	Eubacteriales	Christensenellaceae	Christensenella
Streptococcus lutetiensis	34	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Lactococcus garvieae	34	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Balneolales bacterium	34	Bacteria	Balneolaeota	Balneolia	Balneolales	NA	NA
Subdoligranulum sp.	34	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Subdoligranulum
Comamonadaceae bacterium	34	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA
Ligilactobacillus ruminis	34	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus
Thermoplasmatales archaeon	34	Archaea	Candidatus Thermoplasmatota	Thermoplasmata	Thermoplasmatales	NA	NA
Dorea formicigenerans	33	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Dorea
Desulfobulbaceae bacterium	33	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	NA
Acinetobacter oleivorans	33	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter
Eubacteriaceae bacterium	33	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	NA
Serratia fonticola	33	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia
Bifidobacterium dentium	33	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Heyndrickxia sporothermodurans	33	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Heyndrickxia
Methylophilaceae bacterium	33	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	NA
Listeria marthii	33	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria
Enterococcus cecorum	33	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
Sulfitobacter geojensis	33	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter
Pseudomonas lundensis	33	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Staphylococcus equorum	33	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
Pseudomonas amygdali	33	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Candidatus Adlerbacteria bacterium	33	Bacteria	Candidatus Adlerbacteria	NA	NA	NA	NA
uncultured Chthonomonas sp.	33	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas
Raoultella terrigena	33	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella
Streptomyces rimosus	33	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces
Calditrichaeota bacterium	32	Bacteria	Calditrichaeota	NA	NA	NA	NA
Candidatus Woesebacteria bacterium	32	Bacteria	Candidatus Woesebacteria	NA	NA	NA	NA
Fusobacterium nucleatum	32	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Thioalkalivibrio sp.	32	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio
Pirellulales bacterium	32	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	NA	NA
Methanosarcinales archaeon	32	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	NA	NA
Acetobacteraceae bacterium	32	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA
Microbacteriaceae bacterium	32	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	NA
Candidatus Taylorbacteria bacterium	32	Bacteria	Candidatus Taylorbacteria	NA	NA	NA	NA
Brachyspira hyodysenteriae	32	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira
Puniceicoccaceae bacterium	32	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	NA
Streptococcus intermedius	32	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Achromobacter xylosoxidans	32	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter
Clostridium tetani	32	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
uncultured Schlesneria sp.	32	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Schlesneria
saltern metagenome	32	NA	NA	NA	NA	NA	NA
Komagataella pastoris	32	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella
Flammeovirgaceae bacterium	31	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	NA
Streptococcus sp.	31	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
uncultured Desulfovibrio sp.	31	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
Prevotella pallens	31	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Prevotella melaninogenica	31	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Acinetobacter seifertii	31	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter
Erwinia amylovora	31	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia
Bacteroides eggerthii	31	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Sphingomonadaceae bacterium	31	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
Methylococcales bacterium	31	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	NA	NA
Helicobacter cinaedi	31	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter
Candidatus Gottesmanbacteria bacterium	31	Bacteria	Candidatus Gottesmanbacteria	NA	NA	NA	NA
Brucella suis	31	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella
Lewinellaceae bacterium	30	Bacteria	Bacteroidetes	Saprospiria	Saprospirales	Lewinellaceae	NA
Bdellovibrionaceae bacterium	30	Bacteria	Proteobacteria	Oligoflexia	Bdellovibrionales	Bdellovibrionaceae	NA
Acinetobacter soli	30	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter
Coprococcus comes	30	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus
Sutterella wadsworthensis	30	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
Lactiplantibacillus pentosus	30	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus
Rhodoferax sp.	30	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax
Nitrosomonas sp.	30	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas
Citrobacter portucalensis	30	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter
Isoodon obesulus	30	Eukaryota	Chordata	Mammalia	Peramelemorphia	Peramelidae	Isoodon
Streptococcus cristatus	30	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Candidatus Thermoplasmatota archaeon	30	Archaea	Candidatus Thermoplasmatota	NA	NA	NA	NA
